gameID,Game,Played,Platform,ReleaseDate,Developer,Genre,Description,BoxArt,WikipediaPage,RelatedGames
34,Star Wars: TIE Fighter,checked,"PC DOS,Mac",1994-01-01,Totally Games,"Shooter,Simulator",,https://images.igdb.com/igdb/image/upload/t_1080p/c4epkmvzf5hwifumeypx.jpg,https://en.wikipedia.org/wiki/Star_Wars:_TIE_Fighter,"Star Wars: X-Wing,Star Wars: X-Wing Alliance,Star Wars: X-Wing vs. TIE Fighter,No Man's Sky,Star Wars: Rogue Squadron II - Rogue Leader,Starmade,Unclaimed World,Empyrion - Galactic Survival,Star Wars Battlefront II,Immortal: Unchained"
35,Alone in the Dark 2,checked,"PlayStation,PC DOS,Mac,Sega Saturn,3DO Interactive Multiplayer",1993-12-31,Infogrames,"Puzzle,Adventure",,https://images.igdb.com/igdb/image/upload/t_1080p/co1p4q.jpg,,"Alone in the Dark: The New Nightmare,Dollhouse,How to Survive 2,Visage,The Sinking City,Dead Age,Don't Knock Twice,Dream Alone,Remnant: From the Ashes,Pacify"
36,Sega Rally Championship,checked,"PC (Microsoft Windows),PlayStation 2,Game Boy Advance,Sega Saturn,N-Gage,Arcade",1994-10-01,United Game Artists,"Racing,Sport",,https://images.igdb.com/igdb/image/upload/t_1080p/f0zr4usoti2n40wse6qs.jpg,,"Need for Speed: Underground,Need for Speed: Underground 2,Need for Speed: ProStreet,Forza Horizon,Wreckfest,Assetto Corsa,Midnight Club 3: DUB Edition,TrackMania,LA Street Racing,Forza Motorsport 8"
37,Beneath a Steel Sky,checked,"Linux,PC (Microsoft Windows),PC DOS,Mac,Amiga,iOS,Amiga CD32",1994-03-01,Revolution Software,"Point-and-click,Adventure","Robert Foster was stranded as a child in a place called The Gap. There he was adopted by the local Aboriginals living there. After several years The Gap is attacked by security officers, killing the locals and taking Robert back to Union City. He manage to escape and finds out more and more about the corruption that runs society.",https://images.igdb.com/igdb/image/upload/t_1080p/co28s3.jpg,https://en.wikipedia.org/wiki/Beneath_a_Steel_Sky,"Indiana Jones and the Fate of Atlantis,The Dig,Cyberpunk 2077,Imagine Earth,Unclaimed World,Rusty Lake: Roots,Survivalist,Rusty Lake Paradise,Immortal: Unchained,3 Minutes to Midnight"
38,Tekken 2,checked,"PlayStation,PlayStation 2,PlayStation Network,Arcade",1995-09-29,Namco,Fighting,"A worldwide martial arts tournament was nearing its finale. A large purse of prize money which was to be awarded to the fighter who could defeat Heihachi Mishima in the final round provided incentive for warriors from all over the globe. 
 
Financed and sponsored by the giant financial groups, the Mishima Zaibatsu, the first Tekken tournament began with eight fighters, all of whom had emerged victorious in death matches held all over the world, all motivated by different motives, all possessing the skill and power to crumble mountains. 
 
Many battles were fought. But only one lone warrior emerged with the right to challenge Heihachi Mishima for the title of King of the Iron Fist. 
 
This warrior was Kazuya Mishima, Heihachi's cold blooded son. Bearing the scar given to him by Heihachi, he enters into vicious combat with his father on the same field where Heihachi last struck down his own son and dropped him into a trench at age five. 
 
After a grueling battle which raged on for hours, Kazuya emerged victorious by utilizing the skills which had been passed down from generation to generation of the Mishima clan. 
 
As Heihachi's broken body lay on the ground, Kazuya dropped to his knees and slowly lifted his father into his arms. Walked slowly to the edge of the same cliff where his father had left him to die, stared out over the landscape of all that was now his, and let go of his father's body. As Heihachi's body plummeted, Kazuya's smile gleamed in the sunlight... 
 
One year has passed. The Mishima Zaibatsu under Kazuya's leadership has become even more powerful with its tendrils reaching to all corners of the world. Soon after his father's apparent death, Kazuya disappears into the shadows. However, rumors of his immense power, and a dark side, slowly begin to spread throughout the world. 
 
Exactly two years after the first Tekken tournament, a message is relayed from the Mishima Zaibatsu fortress to news agencies all over the world announcing a second tournament with a prize a thousand times that of the first. 
 
So the tournament begins...",https://images.igdb.com/igdb/image/upload/t_1080p/co1ong.jpg,https://en.wikipedia.org/wiki/Tekken_2,"Tekken Advance,Tekken,Tekken 3,Tekken 4,Tekken 5,Tekken 6,Tekken Tag Tournament,Mortal Kombat 3,Ultimate Mortal Kombat 3,Marvel vs. Capcom 2: New Age of Heroes"
39,Theme Park,checked,"PlayStation,PC DOS,Mac,Amiga,Super Nintendo Entertainment System (SNES),Nintendo DS,Sega Mega Drive/Genesis,Sega Saturn,3DO Interactive Multiplayer,Super Famicom,Atari Jaguar,Sega CD,Amiga CD32",1994-12-31,Krisalis Software,"Real Time Strategy (RTS),Simulator,Strategy",,https://images.igdb.com/igdb/image/upload/t_1080p/gvmremnlcv6aw9oruosw.jpg,https://en.wikipedia.org/wiki/Theme_Park_(video_game),"RimWorld,Planetbase,Project Aura,Imperium Romanum,Startup Company,Another Brick in the Mall,Software Inc.,TransOcean: The Shipping Company,Anno 1800,Mashinky"
40,Worms,checked,"PC (Microsoft Windows),PlayStation,PC DOS,Mac,Amiga,Super Nintendo Entertainment System (SNES),Sega Saturn,Atari Jaguar,Amiga CD32",1995-12-31,Team17,Strategy,,https://images.igdb.com/igdb/image/upload/t_1080p/co1ofk.jpg,https://en.wikipedia.org/wiki/Worms_(1995_video_game),"Worms Armageddon,Worms: Reloaded,Worms 3D,Worms World Party,Worms HD,Worms: Ultimate Mayhem,Aarklash: Legacy,Worms: Open Warfare,Worms: Open Warfare 2,Worms 2: Armageddon"
41,Duke Nukem 3D,checked,"PC (Microsoft Windows),PlayStation,PlayStation 3,Xbox 360,PC DOS,Mac,Sega Mega Drive/Genesis,Sega Saturn,iOS,PlayStation Vita,PlayStation 4",1996-01-29,Lobotomy Software,Shooter,,https://images.igdb.com/igdb/image/upload/t_1080p/nctdw391mcn9v5cyn9o2.jpg,https://en.wikipedia.org/wiki/Duke_Nukem_3D,"Deus Ex,Dishonored,Grand Theft Auto V,Wolfenstein: The New Order,Murdered: Soul Suspect,DOOM,Deus Ex: Mankind Divided,SOMA,The Cat Lady,Prey"
42,Command & Conquer: Red Alert,checked,"PC (Microsoft Windows),PlayStation,PlayStation 3,PC DOS,PlayStation Portable",1996-11-22,Westwood Studios,"Real Time Strategy (RTS),Strategy","In 1946, Albert Einstein finishes his time machine, dubbed the Chronosphere, and travels back in time to 1924, just after Adolf Hitler was released from prison in Landsberg. There, he creates a time paradox which erases the dictator from history, and returns to his starting point. 
 
With Nazi Germany removed from history, the Soviet Union is left unopposed as Joseph Stalin sees an opportunity to expand into Eastern Europe. In response, most of Europe ally against this new threat, and start a desperate war against the new aggressor.",https://images.igdb.com/igdb/image/upload/t_1080p/co1nx0.jpg,https://en.wikipedia.org/wiki/Command_%26_Conquer:_Red_Alert,"Supreme Commander,Command & Conquer: Generals,Rise of Nations,Command & Conquer: Red Alert 3,Knights of Honor,World War III: Black Gold,Original War,Imperium Romanum,Command Ops 2,Age of Empires IV"
43,Syndicate Wars,checked,"PlayStation,PC DOS",1996-10-31,Bullfrog Productions,"Strategy,Tactical","“Remember, the meek shall inherit nothing.” - The Book of Cataclysm

Congratulations on becoming our newest EuroCorp Executive! You now hold the distinctive honor of being one of the few who will determine the shape of our Company. Your EX-ALFA3 clearance allows you to use the Marionette Remote Drone Operation Suite. Your squad of Agents will follow every order without fail or question, and you are free to eliminate or destroy any targets as you see fit. This will serve you well as those zealots of the Church of the New Epoch think they can compete against our Company. Your mission is to remove them completely. To that end, we have transferred 50,000 EuroCorp credits to your account. Failure to use your funds wisely or to eliminate the competition will require you to auto-euthanize. We feel confident that your skills and integrity will ensure that this state of affairs will never arise.

Sincerely,
The EuroCorp Board of Directors",https://images.igdb.com/igdb/image/upload/t_1080p/jik18ilxkogyurxyfave.jpg,,"Syndicate,Syndicate: American Revolt,Original War,RimWorld,Planetbase,StarDrive 2,Polaris Sector,Star Control: Origins,Sol 0: Mars Colonization,Immortal: Unchained"
44,Grand Theft Auto,checked,"PC (Microsoft Windows),PlayStation,PC DOS",1997-10-21,DMA Design,"Shooter,Racing,Adventure",,https://images.igdb.com/igdb/image/upload/t_1080p/co1nxs.jpg,https://en.wikipedia.org/wiki/Grand_Theft_Auto_(video_game),"Grand Theft Auto III,Grand Theft Auto IV,Grand Theft Auto: San Andreas,Grand Theft Auto: Vice City,Grand Theft Auto 2,Watch_Dogs,Grand Theft Auto: Vice City Stories,Grand Theft Auto: Liberty City Stories,Grand Theft Auto: Chinatown Wars,Watch Dogs 2"
45,Oddworld: Abe's Oddysee,checked,"PC (Microsoft Windows),PlayStation,PC DOS,Game Boy,PlayStation Network",1997-09-19,Saffire,"Platform,Puzzle,Adventure",,https://images.igdb.com/igdb/image/upload/t_1080p/sdx9abbjy3oukwdxvzvs.jpg,https://en.wikipedia.org/wiki/Oddworld:_Abe%27s_Oddysee,"Dishonored,Oddworld: Abe's Exoddus,Beyond Good & Evil,The Vanishing of Ethan Carter,Middle-earth: Shadow of Mordor,No Man's Sky,INSIDE,The Talos Principle,Ziggurat,Human: Fall Flat"
46,Half-Life,checked,"PC (Microsoft Windows),Mac",1998-11-27,Valve Corporation,"Shooter,Puzzle,Adventure","Dr. Gordon Freeman arrives late for work at 8:47 am in the Black Mesa Research Facility, using the advanced Black Mesa tram system that leads through the facility. He arrives at the Anomalous Materials Lab, his work place, and he is informed by the security officer that the scientists have a special experiment today, so he goes to the locker room and puts on the hazard suit. He goes to the lab's lower levels, and arrives at the Anti-Mass Chamber, where he is instructed that the specimen to be used that day is the rarest and also the most unstable specimen. He is tasked with pushing the specimen into the scanning beam of the Anti-Mass Spectrometer for analysis. However as soon as he pushes it, it explodes, and creates a sudden catastrophe called a ""resonance cascade"", opening a portal between Earth and a dimension called Xen. Freeman is apparently teleported to an alien planet and catches glimpses of various alien lifeforms, including a circle of Vortigaunts, shortly before blacking out.",https://images.igdb.com/igdb/image/upload/t_1080p/co1mwo.jpg,https://en.wikipedia.org/wiki/Half-Life_(video_game),"Half-Life 2,Counter-Strike,Half-Life 2: Episode Two,Half-Life 2: Episode One,Quake 4,Singularity,Syndicate,Wolfenstein: The New Order,Black Mesa,DOOM"
47,X-COM: Interceptor,checked,PC (Microsoft Windows),1998-05-31,MicroProse,"Real Time Strategy (RTS),Simulator,Strategy",,https://images.igdb.com/igdb/image/upload/t_1080p/iynhbgvsxyk1xtq8hrzq.jpg,,"RimWorld,Endless Space 2,Planetbase,Imagine Earth,Unclaimed World,The Long Journey Home,Polaris Sector,Dead Age,Judgment: Apocalypse Survival Simulation,Sol 0: Mars Colonization"
48,Grand Theft Auto 2,checked,"PC (Microsoft Windows),PlayStation,Game Boy Color,Dreamcast",1999-10-22,DMA Design,"Shooter,Racing",,https://images.igdb.com/igdb/image/upload/t_1080p/co1nxu.jpg,https://en.wikipedia.org/wiki/Grand_Theft_Auto_2,"Grand Theft Auto III,Grand Theft Auto IV,Grand Theft Auto: San Andreas,Grand Theft Auto: Vice City,Grand Theft Auto,Grand Theft Auto V,Watch_Dogs,Grand Theft Auto: Vice City Stories,Grand Theft Auto: Chinatown Wars,Watch Dogs 2"
49,Command & Conquer: Tiberian Sun,checked,PC (Microsoft Windows),1999-08-20,Westwood Studios,"Real Time Strategy (RTS),Strategy","While the game is set only twenty years after its predecessor, the world of Tiberian Sun is much different. The lethal Tiberium continues to infect the world at an ever-increasing rate which has made most of the Earth uninhabitable for human beings. To survive, GDI has moved to the arctic regions of the world while NOD has set up camp underground. 
 
The game’s story is driven by the difference in goals between GDI and NOD. As GDI strives to maintain world peace and discover the root cause of Tiberium, NOD is hell-bent on achieving world domination. The story is complicated by the apparent loss of Kane, NOD’s leader, at the end of the first Tiberian War which has thrown the Brotherhood into leaderless disarray, but do not count them out just yet as NOD has created through genetic mutation via Tiberium a set of ultra-powerful units that more than compensate for the clan’s lack of organization.",https://images.igdb.com/igdb/image/upload/t_1080p/co1nxm.jpg,https://en.wikipedia.org/wiki/Command_%26_Conquer:_Tiberian_Sun,"Command & Conquer: Red Alert 2,Supreme Commander,Command & Conquer: Red Alert,Command & Conquer 3: Tiberium Wars,Act of War: Direct Action,Command & Conquer,Command & Conquer: Generals,Rise of Nations,Supreme Commander: Forged Alliance,Command & Conquer: Red Alert 3"
50,Worms Armageddon,checked,"Nintendo 64,PC (Microsoft Windows),PlayStation,Mac,Game Boy Color,Dreamcast",1999-01-29,Team17,"Shooter,Platform,Strategy",,https://images.igdb.com/igdb/image/upload/t_1080p/co1rkc.jpg,https://en.wikipedia.org/wiki/Worms_Armageddon,"Rogue Warrior,Worms: Reloaded,Worms 3D,Worms 4: Mayhem,Worms World Party,Worms Battlegrounds,Worms,Worms HD,Worms: Ultimate Mayhem,Worms 2: Armageddon"
51,Half-Life: Opposing Force,checked,"Linux,PC (Microsoft Windows),Mac",1999-11-10,Gearbox Software,"Shooter,Platform,Puzzle","Opposing Force opens with Shephard riding on a V-22 Osprey with his squad. His squad discuss their deployment, somewhat irritated that they have not been told what they are being deployed for. However, as they are nearing their Landing Zone at Black Mesa, airborne alien creatures attack the Osprey formation, causing Shephard's Osprey to crash land. Shephard regains consciousness in a Black Mesa medical bay, tended to by the science team, learning that the Marines are being steadily beaten by the alien forces from Xen and orders have come through to pull out. Consequently, Shephard departs to reach an extraction point and escape the facility. However, Shephard is prevented from reaching the extraction point by the enigmatic G-Man, forcing the evacuation craft to leave without him. 
 
Other Marines who have also been left behind team up with Shephard and attempt to reach another extraction point near Black Mesa's Lambda Complex, but en route they come under attack from black operations units seeking to thoroughly contain the situation and eliminate all survivors. Shephard makes it to the Lambda Complex alive, and briefly sees Gordon Freeman as the latter teleports to Xen in the final stages of Half-Life. To escape the teleportation chamber, Shephard is forced to enter a separate portal, briefly taking him to Xen before depositing him in an entirely different area of the facility. The facility is now heavily damaged, and it soon becomes clear that a new alien race, Race X, has exploited the situation to mount a localized invasion, attacking both human and Xen forces in Black Mesa indiscriminately. Fighting between the black operations units and Race X quickly intensifies. 
 
Shephard soon encounters more stranded Marine units in the wreckage of the base, and tries to break through the black operations units to reach an escape point past the facility's storage unit, but meets heavy resistance from both Race X and the black operations units. A surviving Black Mesa security guard reveals to Shephard that the black operators intend to detonate a tactical nuclear weapon in the base, thereby totally sealing it off and killing everything in it. After successfully neutralizing the guarding black operations unit, Shephard disarms the device and proceeds to the nearby storage areas, intent on escape. However, the G-Man rearms the device as Shephard departs. The storage unit has become a thick battleground between Race X and the black operation units, and although Shephard manages to evade them, he is informed by another security guard that something very large is coming through an alien portal blocking the exit path. 
 
At the portal, Shephard discovers a gene worm, a massive creature facilitating the Race X invasion. Shephard is able to kill the creature, but just afterwards he is teleported onto an Osprey by the G-Man. As the G-Man congratulates Shephard on his accomplishments, the nuclear device detonates in the background, destroying Black Mesa. The game closes with the G-Man detaining Shephard someplace where he can tell no one of what he has seen and cannot be harmed, pending further evaluation.",https://images.igdb.com/igdb/image/upload/t_1080p/co1qre.jpg,https://en.wikipedia.org/wiki/Half-Life:_Opposing_Force,"Half-Life,Counter-Strike,Half-Life 2: Episode Two,Half-Life 2: Episode One,Quake 4,F.E.A.R.,Rogue Warrior,Singularity,Wolfenstein: The New Order,DOOM"
52,Deus Ex,checked,"PC (Microsoft Windows),PlayStation 2,Mac,PlayStation Network",2000-06-26,Westlake Interactive,"Shooter,Role-playing (RPG)",,https://images.igdb.com/igdb/image/upload/t_1080p/co1r7n.jpg,https://en.wikipedia.org/wiki/Deus_Ex_(video_game),"Fallout: New Vegas,Deus Ex: Human Revolution,Dishonored,Wolfenstein: The New Order,Murdered: Soul Suspect,MaxPlay Classic Games Volume 1,Deus Ex: Mankind Divided,SOMA,The Cat Lady,Prey"
53,Command & Conquer: Red Alert 2,checked,PC (Microsoft Windows),2000-10-23,Westwood Pacific,"Real Time Strategy (RTS),Strategy",,https://images.igdb.com/igdb/image/upload/t_1080p/jryjuanclzzncnlzek08.jpg,https://en.wikipedia.org/wiki/Command_%26_Conquer%3A_Red_Alert_2,"StarCraft,Supreme Commander,Command & Conquer: Red Alert,Command & Conquer 3: Tiberium Wars,Command & Conquer: Tiberian Sun,Command & Conquer: Generals,Rise of Nations,Supreme Commander: Forged Alliance,Command & Conquer: Red Alert 3,Original War"
54,Crazy Taxi,checked,"PC (Microsoft Windows),PlayStation 2,PlayStation 3,Xbox 360,Nintendo GameCube,Dreamcast,Android,iOS,Arcade",1999-12-31,Sega,Racing,,https://images.igdb.com/igdb/image/upload/t_1080p/co1nso.jpg,https://en.wikipedia.org/wiki/Crazy_Taxi_(video_game),"Need for Speed: Underground,Need for Speed: Underground 2,Need for Speed: Most Wanted,Need for Speed: Carbon,Need for Speed: Undercover,Need for Speed: Hot Pursuit,Burnout Paradise,Human: Fall Flat,Watch Dogs 2,Use Your Words"
55,Grand Theft Auto III,checked,"PC (Microsoft Windows),PlayStation 2,Xbox,Mac,Android,iOS,PlayStation 4",2001-10-22,DMA Design,"Shooter,Racing,Simulator,Adventure","You've been betrayed and left for dead. Now you're taking revenge, unless the city gets you first. Mob bosses need a favor, crooked cops need help and street gangs want you dead. You'll have to rob, steal and kill just to stay out of serious trouble. Anything can happen out here.",https://images.igdb.com/igdb/image/upload/t_1080p/co1nxv.jpg,https://en.wikipedia.org/wiki/Grand_Theft_Auto_III,"Mafia,Grand Theft Auto IV,Grand Theft Auto: San Andreas,Grand Theft Auto: Vice City,Grand Theft Auto 2,Grand Theft Auto,Grand Theft Auto V,Watch_Dogs,Grand Theft Auto: Vice City Stories,Watch Dogs 2"
56,Pro Evolution Soccer,checked,"PlayStation,PlayStation 2",2001-03-15,Konami Computer Entertainment Tokyo,Sport,,https://images.igdb.com/igdb/image/upload/t_1080p/xervzpvyg18bslkj81ab.jpg,https://en.wikipedia.org/wiki/Pro_Evolution_Soccer_(video_game),"FIFA 2001,Pro Evolution Soccer 2,Pro Evolution Soccer 4,Pro Evolution Soccer 5,FIFA Street 2,Sensible World of Soccer,Score! Hero,ISS Pro Evolution,Front Office Football Eight,FIFA 20"
57,Half-Life: Blue Shift,checked,"Linux,PC (Microsoft Windows),Mac",2001-06-12,Gearbox Software,"Shooter,Platform,Puzzle","Blue Shift begins in a similar manner to Half-Life, as Barney Calhoun rides a train through the Black Mesa facility to reach his place of work. After reporting for duty, Calhoun is instructed to assist in maintenance on a malfunctioning elevator. As Calhoun finishes repairs, however, Freeman's experiment takes place and results in a ""resonance cascade"", causing massive damage to the facility and teleporting alien creatures into the base. The elevator is badly damaged and fails, sending Calhoun plummeting into the depths of Black Mesa. 
Calhoun regains consciousness at the bottom of the shaft and begins to fight his way to the surface to escape. Emerging near Black Mesa's classification yards, Calhoun learns that Dr. Rosenberg and his colleagues plan to escape the facility using teleportation technology. After freeing Rosenberg from the captivity of the US Marines detachment sent to silence the facility, Calhoun escorts him to a decommissioned prototype teleportation laboratory, where several Black Mesa employees have already gathered. Rosenberg then teleports Calhoun to the Xen border world to calibrate research equipment needed to pinpoint a teleport destination outside of Black Mesa. Upon his return, Rosenberg informs Calhoun that the teleporter's battery power has been exhausted, and contact has been lost with a team sent to acquire a new power cell. 
Calhoun travels to the power generators on a lower level to find a fresh power cell while firefights rage between the Marines and the forces of Xen. After returning with a new power cell, Calhoun assists Rosenberg in evacuating the few surviving personnel through the teleporter. Calhoun is the last to enter the portal and as he does so, Marines breach the laboratory and fire on him, causing the teleporter to explode. As a result of the teleporter's destruction, Calhoun enters a ""harmonic reflux"", causing him to be rapidly teleported to a variety of locations in Xen and Black Mesa. At one location, he witnesses Freeman's capture by Marines mid-way through Half-Life, before eventually stabilizing at the intended teleport location with Rosenberg at the outskirts of Black Mesa, where they then escape the facility in a company SUV.",https://images.igdb.com/igdb/image/upload/t_1080p/co1qrd.jpg,https://en.wikipedia.org/wiki/Half-Life:_Blue_Shift,"Portal,Half-Life,Half-Life 2,Counter-Strike,Half-Life 2: Episode Two,Half-Life 2: Episode One,Quake 4,Singularity,Syndicate,Wolfenstein: The New Order"
58,Tom Clancy's Splinter Cell,checked,"PC (Microsoft Windows),PlayStation 2,PlayStation 3,Xbox,Mac,Nintendo GameCube",2002-11-12,Ubisoft Montreal,Tactical,"In April 2004, the President of Georgia is assassinated, allowing Georgian billionaire Kombayn Nikoladze to seize power with a bloodless coup d'état. In August 2004, former U.S. Navy SEAL officer and Gulf War veteran Sam Fisher is recruited by the National Security Agency to work within its newly formed division, ""Third Echelon."" Working with his old friend Irving Lambert, Fisher is introduced to technical expert Anna ""Grim"" Grimsdóttír, and field runner Vernon Wilkes Jr. 
 
In October 2004, Fisher is dispatched to Tbilisi, Georgia to investigate the disappearance of two CIA officers. Fisher attempts to meet an informant, Thomas Gurgenidze, only to find him dying in a burning building. Gurgenidze warns that one agent's transmission mentioned proof that could cause a war. Finding the agents' corpses in a police morgue, Fisher learns that a former Spetsnaz agent, Vyacheslav Grinko, removed their subdermal tracking implants. Tracking Grinko's license plate number using CCTV, Third Echelon tracks him to the Georgian Ministry of Defense. 
 
Fisher arrives at the Ministry, and records a meeting between Grinko and Canadian hacker Phillip Masse, through which he learns that Nikoladze is conducting an illegal operation in Azerbaijan. Fisher hacks Nikoladze's computer, and learns Nikoladze has been waging an ethnic cleansing campaign across Azerbaijan, by deploying Georgian commandos. In retaliation, NATO forces enter Azerbaijan, prompting Nikoladze to go underground. 
 
Third Echelon learns that Georgian soldiers stationed on a Caspian oil rig have been exchanging data with the Georgian Presidential Palace. Fisher infiltrates the rig during the middle of a NATO airstrike to apprehend a local technician, Lejava, and retrieve his laptop containing the rig's computer data. After interrogating the technician, Fisher learns that the data contains a file on ""The Ark"", Fisher recovers his laptop and encryption key and extracts. 
 
Examining Lejava's laptop, Grim reveals that the intel could have come from a CIA mole. Lambert then reveals that North America has just been hit by a massive cyber warfare attack, directed primarily against military targets. In a broadcast, Nikoladze claims responsibility for the attack and officially declares war on the United States and its allies. Fisher infiltrates the CIA headquarters and accesses the CIA computer mainframe, allowing Grim to trace the data leak to the computer of Mitchell Dougherty. Captured for interrogation, Dougherty claims ignorance of the leak, but the NSA learns that his obsessive–compulsive disorder caused him to back up data on an insecure laptop, which was exploited by a network owned by Kalinatek, Inc. 
 
Georgia-hired mafiosos attempt to remove all traces of Nikoladze from the Kalinatek offices by destroying the building and murdering the staff. Intercepting a 911 call from a technician named Ivan, Fisher is deployed to the building and retrieves Ivan's encryption key while the FBI rescues Ivan. Fisher extracts with the help of Wilkes, who is mortally wounded in the process and later dies. Using the encryption key, the NSA discovers Nikoladze has been using a network of unconventional relays to communicate with Georgian military cells. The NSA traces the full relay network to the Chinese Embassy in Yangon, Myanmar. Worried Chinese support could cause World War III, Fisher sneaks into the embassy and eavesdrops on a conversation between Nikoladze and General Kong Feirong, and learns they are working together. 
 
Fisher learns that captured U.S. Army soldiers and high-ranking Chinese officials are in a local slaughterhouse, so he delays interrogating Feirong to save the hostages, who are scheduled to be executed on a live broadcast. Fisher meets with a Chinese official among the hostages, and learns that Feirong is part of a rogue collective not backed by the Chinese government. Fisher is detected, and in a firefight, Fisher kills Grinko. Returning to the embassy, Fisher grabs a drunken Feirong before he can commit suicide, and forces him to share the information stored on his computer; the information reveals Nikoladze has fled back to Georgia, where he is trying to activate a suitcase nuke known as ""The Ark"". 
 
Infiltrating the Georgian Presidential Palace containing Nikoladze and new de facto Georgian president Varlam Cristavi, Fisher attempts to recover the key to the Ark, which has been placed somewhere in the United States. Fisher corners Nikoladze, who bargains to give the Ark key in exchange for safe passage out of Georgia; before Fisher can recover it, Cristavi soldiers take Nikoladze and the Ark key elsewhere. About to be executed, Fisher escapes when Lambert causes a brief blackout. Discovering Nikoladze is offering the Ark's location for protection, Fisher assassinates Nikoladze. Discovering the Ark, the U.S. Army evacuates an apartment complex in Hope Gate, Maryland on claims of a gas leak, and secretly recovers the Ark. 
 
Despite World War III being averted, Nikoladze's corpse sparks international backlash due to the suspicious circumstances around his death. Watching the Presidential broadcast on the crisis, Fisher then receives a secure phone call from Lambert for another assignment. 
 
[from Wikipedia.org]",https://images.igdb.com/igdb/image/upload/t_1080p/co1os5.jpg,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Splinter_Cell_(video_game),"Deus Ex,Rogue Warrior,Tom Clancy's Splinter Cell: Pandora Tomorrow,Tom Clancy's Splinter Cell: Chaos Theory,Watch_Dogs,Metal Gear Solid V: The Phantom Pain,Enemy Front,Tom Clancy's Splinter Cell: Double Agent,Death to Spies: Moment of Truth,Watch Dogs 2"
59,Hitman 2: Silent Assassin,checked,"PC (Microsoft Windows),PlayStation 2,Xbox,Nintendo GameCube",2002-09-30,IO Interactive,"Shooter,Tactical","Once again, you enter the realm of an accomplished assassin – retired but forced back into action by treason. Trying to distance himself from his violent past he finds himself in a situation where he’s forced to take up his old trade. Learning about his legendary skills, a Russian crime boss trading illegal arms wants his services, but also has a different agenda. 
 
You soon realize that you’re caught in the middle of a ring of deception and discover that you have become a target yourself – of a highly trained ex Spetsnaz assassin. 
 
Use stealth, tactics and survival instincts to complete your missions. Plan your hits carefully and think to survive. Explore a universe, minutely recreated in fantasy, but based on facts – not fiction. Visit the dark recesses of a world corrupted by crime, greed, degradation and dishonor.",https://images.igdb.com/igdb/image/upload/t_1080p/co1pdt.jpg,https://en.wikipedia.org/wiki/Hitman_2:_Silent_Assassin,"Deus Ex,Counter-Strike,Metro 2033,Rogue Warrior,Max Payne 3,Hitman: Blood Money,Enemy Front,Inversion,Death to Spies: Moment of Truth,Watch Dogs 2"
60,Star Wars: Jedi Knight II - Jedi Outcast,checked,"PC (Microsoft Windows),Xbox,Mac,Nintendo GameCube,Nintendo Switch",2002-03-26,Vicarious Visions,"Shooter,Adventure",,https://images.igdb.com/igdb/image/upload/t_1080p/ra8d94uswa9enkvdszja.jpg,https://en.wikipedia.org/wiki/Star_Wars_Jedi_Knight_II:_Jedi_Outcast,"Star Wars: Knights of the Old Republic,Star Wars: Knights of the Old Republic II - The Sith Lords,Star Wars: Battlefront,Star Wars: Republic Commando,Star Wars: Jedi Knight - Dark Forces II,Star Wars: Jedi Knight - Jedi Academy,Quake 4,Rogue Warrior,LEGO Star Wars: The Video Game,Star Wars Battlefront II"
61,Star Wars: Knights of the Old Republic,checked,"PC (Microsoft Windows),Xbox,Mac,Android,iOS",2003-07-15,BioWare,"Role-playing (RPG),Adventure","It is four thousand years before the Galactic Empire and hundreds of Jedi Knights have fallen in battle against the ruthless Sith. You are the last hope of the Jedi Order. Can you master the awesome power of the Force on your quest to save the Republic? Or will you fall to the lure of the dark side? Hero or villain, savior or conqueror... you alone will determine the destiny of the entire galaxy! 
 
Former Jedi Darth Malak, a Dark Lord of the Sith and Darth Revan's former apprentice, has unleashed a Sith armada against the Republic. Malak's aggression has left the Jedi scattered and vulnerable; many Jedi Knights have fallen in battle and others have sworn allegiance to Malak. 
 
The game opens with the player's character—the player can choose a face and be male or female (canonically a male)—awakening aboard the Republic ship, Endar Spire, which is under attack by Malak's forces. The player's character gradually gathers companions and pieces together their past while attempting to stop Malak. 
 
The game is a part of the Star Wars Legends Universe.",https://images.igdb.com/igdb/image/upload/t_1080p/kkcihbhdvjta2nnffn1w.jpg,https://en.wikipedia.org/wiki/Star_Wars:_Knights_of_the_Old_Republic,"Baldur's Gate II: Shadows of Amn,Deus Ex,Mass Effect 2,Star Wars: Knights of the Old Republic II - The Sith Lords,Planescape: Torment,Pillars of Eternity,Wolfenstein: The New Order,Persona 5,Rogue Galaxy,Star Wars Battlefront II"
